Date,BTC_USDT_Price,ETH_USDT_Price,BTC_Amount,ETH_Amount
2024/10/4 01:22,60751.9,2351.9,0,0.491082
2024/10/4 01:22,60751.9,2351.8,0,0.135526
2024/10/4 01:22,60752,2351.8,0.04901665,0
2024/10/4 01:22,60759.2,2352.08,0.00013097,0.000202
2024/10/4 01:22,60759.2,2352.1,0,0.0001
2024/10/4 01:22,60759.2,2352.1,0,0
2024/10/4 01:22,60759.2,2352.09,0,0.0001
2024/10/4 01:22,60759.2,2352.09,0,0
2024/10/4 01:22,60759.2,2352.09,0,0
2024/10/4 01:22,60759.2,2352.09,0,0
2024/10/4 01:22,60759.6,2352.09,0.00359593,0
2024/10/4 01:22,60759.7,2352.19,0.01370641,0.000948
2024/10/4 01:22,60759.7,2352.19,0,0
2024/10/4 01:22,60762,2352.19,0.08173052,0
2024/10/4 01:22,60762,2352.31,0,0.459558
2024/10/4 01:22,60765,2352.4,0.09533468,0.111836
2024/10/4 01:22,60765,2352.4,0,0
2024/10/4 01:22,60777.4,2352.6,0.07728941,0.000559
2024/10/4 01:22,60777.4,2352.6,0,0.257384
2024/10/4 01:22,60777.4,2352.7,0,0.071086
2024/10/4 01:22,60777.5,2352.7,0.00035569,0
2024/10/4 01:22,60777.5,2352.71,0,0.111866
2024/10/4 01:22,60777.5,2352.78,0.01856214,0.059043
2024/10/4 01:22,60780,2352.98,2.06197092,4.744391
2024/10/4 01:22,60798.2,2353.57,0.38378803,3.080616
2024/10/4 01:22,60801.3,2353.84,0.00010511,0.908451
2024/10/4 01:22,60801.4,2354.04,0.00044142,0.062552
2024/10/4 01:22,60801.4,2353.9,0,0.001275
2024/10/4 01:22,60801.4,2353.9,0.07634559,6.607103
2024/10/4 01:22,60795.6,2353.54,0.0216395,0.006379
2024/10/4 01:22,60800.5,2353.84,0.00778774,0.001874
2024/10/4 01:22,60804.2,2353.84,0.00417258,0
2024/10/4 01:22,60804.2,2354.11,0.00279503,0.000849
2024/10/4 01:22,60804.2,2354.12,0.17587186,1.003187
2024/10/4 01:22,60808.9,2354.12,0.33753134,0
2024/10/4 01:22,60811,2354.23,0.02273051,0.020812
2024/10/4 01:22,60812.5,2354.25,1.02248663,1.342496
2024/10/4 01:22,60823.4,2354.71,0.02445973,15.012503
2024/10/4 01:22,60825.4,2355.18,0.000456,1.369635
2024/10/4 01:22,60825.5,2355.18,0.02764137,0
2024/10/4 01:22,60833.2,2355.41,0.01491442,0.012237
2024/10/4 01:22,60833.9,2355.49,2.02623711,2.928149
2024/10/4 01:22,60863.6,2356.06,0.27553346,0.0001
2024/10/4 01:22,60862,2356.08,0.24019136,1.761263
2024/10/4 01:22,60867,2356.42,0.00752942,0.0001
2024/10/4 01:22,60868.8,2356.43,1.38663244,18.891177
2024/10/4 01:22,60900.3,2357.7,3.43059914,3.862528
2024/10/4 01:22,60900.3,2357.89,0.11980997,0.919262
2024/10/4 01:22,60900,2357.74,0.30327738,1.060417
2024/10/4 01:22,60900,2358,1.5603068,1.150012
2024/10/4 01:22,60905.7,2358,0.29200987,18.528147
